message,label
Schedule newsletter from your favorite blog,0
Suspicious activity on your bonus payment,1
Urgent: Your free shipping will be blocked,1
{0} requires immediate action,1
Urgent: Your payment confirmation will be blocked,1
Application {0} accepted,0
Re-activate your {0} account,1
Your {0} request approved,1
Update your bank account now,1
Hotel {0} reservation confirmed,0
Presentation with colleagues at Presentation,0
Team {0} scheduled for tomorrow,0
Confirm your {0} details,1
Feedback attached for last month services,0
Claim your free free shipping today,1
{0} alert from security team,1
Contract {0} approved,0
Special payment method just for you,1
{0} alert from security team,1
Don't miss out on this free shipping,1
Certificate {0} issued,0
Action required on your {0},1
Performance {0} completed,0
Urgent: Your tax refund will be blocked,1
February appointment confirmed,0
New opportunity for {0},1
Invoice {0} processed successfully,0
Special instant rebate just for you,1
{0} requires immediate action,1
Click to receive your {0},1
{0} validation needed today,1
You qualified for {0},1
Verification {0} completed,0
Calendar invitation for {0},0
Payroll {0} processed,0
Your {0} needs attention,1
Exclusive {0} for VIP members,1
License {0} renewed,0
Course {0} enrollment confirmed,0
Congratulations! Claim your inheritance today,1
Meeting scheduled at October,0
Receive {0} by clicking here,1
Timesheet {0} recorded,0
Contract {0} approved,0
You qualified for {0},1
Complete {0} registration now,1
Standup team meeting agenda,0
Flight {0} departure reminder,0
Suspicious activity on your bonus payment,1
Click here to {0},1
{0} pending confirmation,1
Hotel {0} reservation confirmed,0
February attached for last month services,0
Final notice: {0} expires today,1
7am appointment confirmed,0
Meeting notes {0} attached,0
{0} validation needed today,1
Budget {0} approved,0
You qualified for {0},1
Permit {0} approved,0
Don't miss out on this nft collection,1
Your {0} subscription renewed,0
Special inheritance just for you,1
Limited time offer: paypal credit,1
Project deadline extended to Kickoff,0
Verify your limited edition item immediately,1
Claim your free membership status today,1
Certificate {0} issued,0
Course {0} enrollment confirmed,0
Document {0} requires your approval,0
Panel appointment confirmed,0
Complete {0} registration now,1
Your {0} subscription renewed,0
New {0} available in your account,0
Final notice: {0} expires today,1
Final notice: {0} expires today,1
Congratulations! Claim your investment opportunity today,1
Webinar newsletter from your favorite blog,0
Confirmation {0} email sent,0
Receive {0} by clicking here,1
Confirm your {0} details,1
Reminder your Receipt is tomorrow,0
Your {0} needs attention,1
8am appointment confirmed,0
Urgent: Your unlimited credits will be blocked,1
Complete {0} registration now,1
Congratulations you are selected for {0},1
{0} pending confirmation,1
{0} notification alert,1
Delivery {0} confirmed,0
Expense report {0} submitted,0
{0} pending confirmation,1
Retrospective team meeting agenda,0
Calendar invitation for {0},0
Team {0} scheduled for tomorrow,0
Performance {0} completed,0
{0} ticket booked,0
Certificate {0} issued,0
Meeting notes {0} attached,0
September with colleagues at September,0
{0} pending confirmation,1
Exclusive {0} for VIP members,1
Complete {0} registration now,1
Kickoff with colleagues at Kickoff,0
Payroll {0} processed,0
Exclusive {0} for VIP members,1
{0} requires immediate action,1
Review {0} feedback sent,0
{0} training session scheduled,0
Contract {0} approved,0
Special amazon voucher just for you,1
Don't miss out on this special bonus,1
Project deadline extended to 2026,0
Performance {0} completed,0
Monday team meeting agenda,0
You have won fraud alert! Click the link now,1
Your {0} access will be revoked,1
Expense report {0} submitted,0
Expense report {0} submitted,0
{0} ticket booked,0
Urgent: Your investment opportunity will be blocked,1
Confirmation appointment confirmed,0
Don't miss out on this investment opportunity,1
Click to receive your {0},1
Complete {0} registration now,1
Your account requires exclusive deal,1
Document {0} requires your approval,0
Confirm your {0} details,1
Meeting notes {0} attached,0
{0} opportunity ends today,1
Certificate {0} issued,0
Act now to get personal details,1
Meeting notes {0} attached,0
{0} validation needed today,1
Reminder your Review is tomorrow,0
New opportunity for {0},1
{0} validation needed today,1
Invoice {0} processed successfully,0
Timesheet {0} recorded,0
Payroll {0} processed,0
{0} alert from security team,1
Team {0} scheduled for tomorrow,0
Payroll {0} processed,0
{0} has been awarded to you,1
Expense report {0} submitted,0
Congratulations! Claim your itunes gift card today,1
Budget {0} approved,0
Invoice {0} processed successfully,0
Don't miss out on this membership status,1
Review {0} feedback sent,0
Feedback team meeting agenda,0
{0} has been awarded to you,1
{0} validation needed today,1
Expense report {0} submitted,0
Your {0} access will be revoked,1
{0} validation needed today,1
July with colleagues at July,0
New opportunity for {0},1
Payroll {0} processed,0
Click here to {0},1
September with colleagues at September,0
{0} requires immediate action,1
Confirmation {0} email sent,0
Suspicious activity on your bonus payment,1
Congratulations! Claim your payment method today,1
Confirm your {0} details,1
Exclusive {0} for VIP members,1
Kickoff dinner tonight at home,0
Your account requires exclusive deal,1
Action required on your {0},1
Receive {0} by clicking here,1
{0} training session scheduled,0
{0} training session scheduled,0
Calendar invitation for {0},0
Team {0} scheduled for tomorrow,0
Project deadline extended to November,0
{0} alert from security team,1
Wednesday dinner tonight at home,0
{0} alert from security team,1
Payroll {0} processed,0
Payroll {0} processed,0
{0} notification alert,1
License {0} renewed,0
Lecture team meeting agenda,0
Your {0} password expires soon,0
Complete {0} registration now,1
Team {0} scheduled for tomorrow,0
{0} pending confirmation,1
{0} validation needed today,1
Invoice {0} processed successfully,0
Your {0} has been updated,0
Order {0} shipped,0
Lecture with colleagues at Lecture,0
Meeting scheduled at January,0
Congratulations! Claim your steam wallet today,1
Performance {0} completed,0
Your free vacation is about to expire,1
Your {0} access will be revoked,1
Click to receive your {0},1
Your {0} password expires soon,0
Secure your {0} instantly,1
Final notice: {0} expires today,1
Course {0} enrollment confirmed,0
Team {0} scheduled for tomorrow,0
Click to receive your {0},1
Expense report {0} submitted,0
Status update on {0} project,0
Urgent: Your special bonus will be blocked,1
Secure your {0} instantly,1
Review team meeting agenda,0
Budget {0} approved,0
Team {0} scheduled for tomorrow,0
Agenda team meeting agenda,0
Your bonus payment is about to expire,1
Your credit card is about to expire,1
Exclusive {0} for VIP members,1
Don't miss out on this paypal credit,1
Your {0} subscription renewed,0
Certificate {0} issued,0
Don't miss out on this crypto reward,1
Your early bird discount is about to expire,1
License {0} renewed,0
{0} validation needed today,1
{0} training session scheduled,0
Status update on {0} project,0
Document {0} requires your approval,0
Budget {0} approved,0
Payroll {0} processed,0
Document {0} requires your approval,0
Receive {0} by clicking here,1
Standup attached for last month services,0
Confirm your {0} details,1
Final notice: {0} expires today,1
Congratulations! Claim your account suspension today,1
Claim {0} within 24 hours,1
Expense report {0} submitted,0
Urgent: Your money transfer will be blocked,1
Your {0} needs attention,1
Your payment method is about to expire,1
Claim {0} within 24 hours,1
Project deadline extended to Demo,0
January newsletter from your favorite blog,0
Congratulations you are selected for {0},1
Congratulations! Claim your roblox tokens today,1
Your {0} subscription renewed,0
{0} notification alert,1
Workshop newsletter from your favorite blog,0
{0} ticket booked,0
{0} validation needed today,1
You have won wire funds! Click the link now,1
Team {0} scheduled for tomorrow,0
{0} notification alert,1
Team {0} scheduled for tomorrow,0
Flight {0} departure reminder,0
Special hidden benefit just for you,1
{0} ticket booked,0
Invoice {0} processed successfully,0
Special gift card just for you,1
Complete {0} registration now,1
Your {0} needs attention,1
Suspicious activity on your verification required,1
Your {0} has been updated,0
Flight {0} departure reminder,0
Details newsletter from your favorite blog,0
Verification {0} completed,0
Update your roblox tokens now,1
Q2 dinner tonight at home,0
Your account requires gift card,1
Confirmation {0} email sent,0
Exclusive {0} for VIP members,1
New {0} available in your account,0
New opportunity for {0},1
{0} training session scheduled,0
Confirm your {0} details,1
You qualified for {0},1
Your {0} has been updated,0
Certificate {0} issued,0
Document {0} requires your approval,0
Get wire funds with this simple trick,1
Delivery {0} confirmed,0
Timesheet {0} recorded,0
Permit {0} approved,0
Claim your free blockchain reward today,1
Secure your {0} instantly,1
Click to receive your {0},1
Your {0} needs attention,1
{0} ticket booked,0
Suspicious activity on your password,1
Confirm your {0} details,1
Claim {0} within 24 hours,1
Click to receive your {0},1
License {0} renewed,0
{0} report is ready to view,0
License {0} renewed,0
License {0} renewed,0
Project deadline extended to Forum,0
Project deadline extended to Tuesday,0
November team meeting agenda,0
{0} training session scheduled,0
{0} opportunity ends today,1
Your {0} needs attention,1
Suspicious activity on your payment confirmation,1
{0} requires immediate action,1
{0} report is ready to view,0
Flight {0} departure reminder,0
Invoice {0} processed successfully,0
Unlock your {0} instantly,1
Document {0} requires your approval,0
Verify your bank account immediately,1
Application {0} accepted,0
Certificate {0} issued,0
Congratulations! Claim your special bonus today,1
Workshop newsletter from your favorite blog,0
Application {0} accepted,0
Your {0} password expires soon,0
Project deadline extended to Afternoon,0
Certificate {0} issued,0
{0} notification alert,1
Unlock your {0} instantly,1
Delivery {0} confirmed,0
November dinner tonight at home,0
Limited time offer: password,1
Status update on {0} project,0
Limited time offer: wire funds,1
Application {0} accepted,0
Unlock your {0} instantly,1
Final notice: {0} expires today,1
Document {0} requires your approval,0
Permit {0} approved,0
{0} requires immediate action,1
Your {0} request approved,1
Your {0} needs attention,1
Your {0} needs attention,1
Course {0} enrollment confirmed,0
Session team meeting agenda,0
New opportunity for {0},1
Course {0} enrollment confirmed,0
Flight {0} departure reminder,0
Your {0} subscription renewed,0
Course {0} enrollment confirmed,0
Your {0} has been updated,0
Unlock your {0} instantly,1
{0} pending confirmation,1
Update your unlimited credits now,1
Secure your {0} instantly,1
Act now to get gift card,1
Your {0} has been updated,0
